,mean,std,2.5q,25q,50q,75q,97.5q,mc err
t_SAT:FC:contrast_subj.S9,0.014204618411746292,0.009230260610466848,-0.0024342211384295546,0.008148280809047222,0.013479157745380728,0.01956002758883372,0.03440613181241225,0.000485420285534885
v_Intercept,-1.7862664169775995,0.13058784702095336,-2.0512003463843365,-1.867279182214523,-1.785660325969929,-1.7013467431466651,-1.5264608112653884,0.0017247315392315064
v_Intercept_std,0.4948724901456025,0.10590062959502758,0.3378584095884998,0.4199316437912233,0.47878852175782377,0.552085433322658,0.7463071839416452,0.0014729857742813292
v_Intercept_subj.S1,-2.1829269655671113,0.0854432988474236,-2.3535384635980776,-2.240461708116892,-2.1823501405442705,-2.1237933321140847,-2.018927497141495,0.0018072985240249223
v_Intercept_subj.S10,-1.8825683983742587,0.07630096557490246,-2.0319298315380796,-1.933483621889351,-1.8820007505248055,-1.8313467295445869,-1.7359016160443979,0.0014414942860072654
v_Intercept_subj.S11,-2.4169040339488337,0.09204053913732714,-2.596941390676887,-2.479169448315542,-2.4156351954517694,-2.354762863095343,-2.239607012453677,0.0018492137293227827
v_Intercept_subj.S12,-2.2118058183418774,0.07522533538170566,-2.36134449868733,-2.261917414738009,-2.2108328884989,-2.161609698853134,-2.066097682193554,0.0018738018783368896
v_Intercept_subj.S13,-2.1719737577851475,0.09876303155077604,-2.3696456593526873,-2.237289423717479,-2.1720131668520875,-2.1043753413181063,-1.981413906873565,0.0018395060476105265
v_Intercept_subj.S14,-0.9362979605648232,0.05492524849334162,-1.0446390618825607,-0.9728201978472276,-0.9356145275766601,-0.8991703938290694,-0.831536637292646,0.0009283169656796826
v_Intercept_subj.S15,-1.5735944841732803,0.08458720177720173,-1.7421013076868077,-1.6297178486629393,-1.5729886250581202,-1.5172792934991688,-1.4092288501208925,0.0013779830514593415
v_Intercept_subj.S16,-1.9513349228043553,0.07708065573882418,-2.1022924452419125,-2.0036202906869787,-1.9516564002192085,-1.8989749950916885,-1.8001899887498705,0.0013951535221096278
v_Intercept_subj.S2,-1.0801570445239692,0.0635814057106547,-1.2036413093338199,-1.123291229089461,-1.079874871704918,-1.0371885646650503,-0.9559366824495057,0.0010393023620223034
v_Intercept_subj.S3,-1.7806942193556332,0.07106111691403366,-1.92049065644228,-1.8286415155884514,-1.7801519239324246,-1.7319993414854225,-1.6441889168755393,0.0014210680680524182
v_Intercept_subj.S4,-1.3236212842835995,0.0595732664036311,-1.4419185387425555,-1.3632199798473574,-1.323314608942189,-1.283354069849107,-1.2058967613270313,0.0011023148476321555
v_Intercept_subj.S5,-1.9420032515485564,0.09644562283939481,-2.136981641984867,-2.0061544720528532,-1.941062002312943,-1.876459025546948,-1.7572911725825413,0.0018608623612419554
v_Intercept_subj.S6,-1.9379954353768845,0.07325645205935173,-2.084292641829087,-1.9861949157794296,-1.9365969287512113,-1.8893293629756907,-1.7957970279593063,0.0016481024549529673
v_Intercept_subj.S7,-1.1835549856193257,0.06830752625658441,-1.31831312011353,-1.2298514532810823,-1.1826724451839663,-1.137608109735194,-1.0521311973335088,0.0011115349952334841
v_Intercept_subj.S8,-2.1755670893163717,0.07143831847789199,-2.316484314264931,-2.224292636814445,-2.1752696596306027,-2.1270519107965007,-2.03542813185491,0.001750770049371154
v_Intercept_subj.S9,-1.910082333122861,0.0835962971156461,-2.0747254078608264,-1.9661450198607857,-1.90906693553212,-1.8535649216076266,-1.7443437998589284,0.001499675915657859
v_contrast,1.7704801797021428,0.15594216681971013,1.4628914113068892,1.6684227504789415,1.769056162949786,1.8718840326697015,2.080796056574175,0.002474898318787927
v_contrast_std,0.5583642014344528,0.13384048228017145,0.3567207018795927,0.46500459948475803,0.5393367318958975,0.6298629286771791,0.8711318371611367,0.0020442273169356995
v_contrast_subj.S1,1.9777481840747961,0.2102006000394594,1.5617909207760534,1.8378826283618896,1.9747112030220022,2.118162349771063,2.3939694294966167,0.00329329212581754
v_contrast_subj.S10,1.898338299394158,0.20020635762771383,1.506158025078261,1.7661701260458327,1.8965276067071726,2.0334257226802896,2.29477360014778,0.002622113290765479
v_contrast_subj.S11,1.162660576639946,0.23359628856890585,0.6937900784907525,1.008618953037159,1.1640638534176642,1.3191491871891017,1.61997526429486,0.0031310666382835016
v_contrast_subj.S12,2.2072363718522934,0.18851019511784528,1.8369657124598553,2.080741951300171,2.2059839346248107,2.3339057943483934,2.582045664460631,0.0029933986377075053
v_contrast_subj.S13,2.245381538570232,0.25646797280318434,1.7433993044288614,2.073479613627112,2.2420791467153887,2.4173071052939075,2.7532358722808605,0.004025208138325986
v_contrast_subj.S14,1.390058042601808,0.15045087274360888,1.0930417153216416,1.287801958293583,1.390814421840886,1.4928877623854369,1.682532583516929,0.0022670138636927788
v_contrast_subj.S15,1.9036106527126937,0.22097648757816954,1.4650424736310528,1.7542182939597077,1.9036940604483048,2.054115692172023,2.33750717268434,0.0025893022549262354
v_contrast_subj.S16,2.506627838923297,0.208601088046456,2.101939052304652,2.3667718290975586,2.5044270611228625,2.647283763112268,2.91330196959042,0.002929669952790375
v_contrast_subj.S2,1.4727347684374301,0.17094211538094425,1.1373087953429248,1.35950556287674,1.4717849132379108,1.5853914551293877,1.8110346676919429,0.002231153310662772
v_contrast_subj.S3,1.6322556292273676,0.17873710504868753,1.2846853443873942,1.510755482880155,1.6308273864434901,1.7550188346276094,1.9760559244979712,0.0024055491321314315
v_contrast_subj.S4,1.2100970923142356,0.156378647801479,0.9080594588364036,1.1017133875739231,1.2097145641575437,1.3165385124235984,1.5132333457037594,0.0018889417913082716
v_contrast_subj.S5,2.4932912297439818,0.2498191253018461,2.0118505625135907,2.325236113393299,2.4919582573770813,2.6591566467125647,2.986721571509361,0.003261270840128886
v_contrast_subj.S6,1.6422715235950613,0.18231683169837729,1.28406510707987,1.5201114073192485,1.6440625316527504,1.765016252723743,2.0020708075161098,0.0021283797758418046
v_contrast_subj.S7,0.8736333851107724,0.18702832730385827,0.49881683281207884,0.7476569362136423,0.873914675445211,1.002953888990732,1.2327189679662767,0.0023296431708843507
v_contrast_subj.S8,2.0064928969992195,0.1757204619985131,1.6708918015457142,1.8856863239479322,2.0054504079567854,2.1245511678930153,2.356147856025379,0.0027381356485488948
v_contrast_subj.S9,1.6927686758585074,0.21144466318160204,1.278001723195919,1.547362703396713,1.6937230048391536,1.834082114839527,2.1013945129422336,0.002578644032433987
a_Intercept,1.084023040545124,0.030912720967139654,1.0256513354501626,1.0632139915297452,1.0835141634670467,1.103344205442307,1.1471867727367202,0.00046129151231543363
a_Intercept_std,0.11725789170157054,0.025512102991803523,0.07942453285018586,0.09927888792443085,0.11340313787346143,0.13055209594932876,0.17913206716124397,0.0004608403263237808
a_Intercept_subj.S1,1.1149159334821481,0.027253833595616006,1.0619828580469006,1.096609026387278,1.1140213367382954,1.1331230464691944,1.1688016940958617,0.0010639898009829367
a_Intercept_subj.S10,0.9453575260535841,0.018983846277629016,0.9082843631227564,0.9324622117064851,0.9448564172248728,0.9580900428638705,0.983397542152174,0.0006133576144759809
a_Intercept_subj.S11,0.893784383655911,0.022774049058587698,0.8505101674464087,0.8778545919424914,0.8932464864393216,0.909370390412964,0.9385714156650021,0.0007444359407163198
a_Intercept_subj.S12,1.177196311139554,0.027289213729632028,1.1254067390420577,1.1581078694556515,1.176834397555944,1.1956182563657094,1.2326230166548897,0.0011815442469180933
a_Intercept_subj.S13,0.9788627329627081,0.029629639318210783,0.9223762288531038,0.9587928268444512,0.9785020148368404,0.9983949578670525,1.0386774356620219,0.0014951083545029918
a_Intercept_subj.S14,1.1248921799159386,0.022436902441266796,1.0818154641034476,1.1094914430978484,1.1246148403264373,1.1400147834446,1.1689050547192477,0.0010247320018563842
a_Intercept_subj.S15,1.008090484205978,0.02630654463553198,0.957905260676016,0.9899568091002646,1.0080838961203658,1.0256295648274263,1.0609606066398494,0.0007895601582511662
a_Intercept_subj.S16,1.009458283660046,0.02385296619932271,0.9655113380795043,0.993048476562189,1.008648196250231,1.0251249602928103,1.059471492266036,0.000710514599617683
a_Intercept_subj.S2,1.1495188751267054,0.02399195920641456,1.1039862415915274,1.1329420297462003,1.1492579860499992,1.1654431030324612,1.1976384037537668,0.000890290945763431
a_Intercept_subj.S3,1.1510037606541,0.02550337178263367,1.1024641382081557,1.1330542842145408,1.1508289260288964,1.1683095842717621,1.201739880528537,0.0009497693103227582
a_Intercept_subj.S4,1.121960376317461,0.022691896177255293,1.0785847576900383,1.1067777796832794,1.1217795875685486,1.137010443745398,1.1667180428520474,0.0006632729160233553
a_Intercept_subj.S5,1.0862230939715933,0.02911071368827019,1.030851619731461,1.0666572474886153,1.0856159384794608,1.1058038591023538,1.1440640715662114,0.0009438821357769667
a_Intercept_subj.S6,1.195652560693081,0.026940211766598228,1.1448144099009252,1.1771695178157502,1.1948720856542736,1.2133129584369489,1.2512060188996137,0.0008369026423307424
a_Intercept_subj.S7,1.0766558979019667,0.02235990429469415,1.0343270251560897,1.0611143671942316,1.0763483518105426,1.0914251947927762,1.1223098021353723,0.00060064614775676
a_Intercept_subj.S8,1.2868857302465035,0.0299620435372594,1.23079182681379,1.2660647521612929,1.2854337752679212,1.3067936356807175,1.3491534303441304,0.0011070597201559992
a_Intercept_subj.S9,0.989046994361229,0.022546090515409862,0.9470170599033446,0.9736216699645386,0.9884051300327309,1.0039107019151035,1.034728703828595,0.0007001345212033408
a_FC,-0.05910625981382905,0.039902692643192114,-0.13887446580564566,-0.08449746855327615,-0.05954054669800343,-0.033277848382411324,0.020277577297903658,0.0007078690362025328
a_FC_std,0.14588744217948274,0.0331685650904476,0.09472544881103112,0.12219776976879677,0.14132024503446028,0.16399284945111908,0.22367527182351568,0.0007079364069718511
a_FC_subj.S1,-0.046031065061802386,0.05038521273888014,-0.1448922434905463,-0.07976555796111555,-0.04645798536185941,-0.012286786403513505,0.05353315811835215,0.001961553971920815
a_FC_subj.S10,-0.1341098032448978,0.03567095708667898,-0.20336775996158515,-0.1582126030934594,-0.13473984666315084,-0.11074817345847747,-0.062340370653137966,0.0010778359748239543
a_FC_subj.S11,-0.13122727312358984,0.04126906987247477,-0.21009744989380638,-0.15951999896982882,-0.13186878150405948,-0.10401634133465934,-0.04932503867933686,0.0012586144256834756
a_FC_subj.S12,0.12493004286406995,0.049048176561382384,0.03157098452515372,0.09062197007892986,0.12390835153401085,0.15880540637635968,0.22077136571017475,0.001830880513322716
a_FC_subj.S13,-0.13532425097197853,0.054534773403261766,-0.2397510993034849,-0.1728333831833967,-0.13583046421253372,-0.09895687184545543,-0.025476281379012852,0.002833077838811
a_FC_subj.S14,-0.012507535108564236,0.040682484267801376,-0.09052642164768485,-0.04022030950898754,-0.013113091889134766,0.015143283204081967,0.06773510612125994,0.0015636570810938371
a_FC_subj.S15,-0.04936370979675566,0.04693880550627857,-0.14126142537448838,-0.08085975945828468,-0.0494839895979422,-0.017615381560016602,0.0429680031574343,0.0012162213199475372
a_FC_subj.S16,0.2991407985989766,0.04586653471987572,0.21135656612580953,0.2679911370443563,0.2988659531753934,0.32929956459871484,0.3915335670570322,0.0014650953276096523
